,symbol,min_date,max_date,missing_dates_per,latest_closing_price,growth_per_30,avg_vol_30,growth_per_7,avg_vol_7,latest_signal,latest_trend,signal_start_date,signal_duration,trend_start_date,trend_duration
1923,SITINET,2007-01-10,2024-10-18,5.87,0.94,8.05,1408577,4.74,1311575,Sell,1,2024-08-30 00:00:00,49,2024-10-10 00:00:00,8
1924,SIYSIL,2002-04-19,2024-10-18,5.03,520.25,4.58,110189,-1.03,127475,Buy,-1,2024-10-08 00:00:00,10,2024-10-16 00:00:00,2
1925,SJS,2021-11-15,2024-10-18,5.54,1098.2,4.49,149044,11.43,299788,Buy,1,2024-08-01 00:00:00,78,2024-10-17 00:00:00,1
1926,SJVN,2010-05-20,2024-10-18,5.73,122.26,-7.69,8881137,0.28,5771448,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1927,SKFINDIA,2002-08-12,2024-10-18,5.15,5343.85,-2.97,64099,-1.6,32195,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
1928,SKIL,2008-01-25,2024-10-18,5.94,5.14,-4.99,27342,3.63,32014,Buy,1,2024-10-11 00:00:00,7,2024-10-11 00:00:00,7
1929,SKIPPER,2015-05-27,2024-10-18,5.73,571.1,31.01,1861309,4.3,2319073,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
1930,SKMEGGPROD,2002-07-05,2024-10-18,5.08,257.25,-1.06,62371,0.1,52052,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1931,SKYGOLD,2023-01-06,2024-10-18,6.17,3181.4,19.71,38996,1.26,26919,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1932,SMALLCAP,2024-03-18,2024-10-18,6.02,52.91,-2.05,819188,0.2,596564,Sell,-1,2024-04-05 00:00:00,196,2024-10-16 00:00:00,2
1933,SMARTLINK,2002-07-01,2024-10-18,5.13,238.45,-9.08,41010,-8.54,5146,Sell,-1,2024-09-26 00:00:00,22,2024-10-15 00:00:00,3
1934,SMCGLOBAL,2021-02-24,2024-10-18,5.66,163.95,-0.88,439365,8.51,733545,Buy,1,2024-04-08 00:00:00,193,2024-10-16 00:00:00,2
1935,SMLISUZU,2002-07-01,2024-10-18,5.13,1820.7,-7.25,17362,-1.65,10256,Buy,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
1936,SMLT,2021-11-25,2024-10-18,5.43,192.12,11.76,109048,5.51,130434,Buy,-1,2024-09-24 00:00:00,24,2024-10-17 00:00:00,1
1937,SMSLIFE,2017-08-18,2024-10-18,5.76,1505.6,0.64,1304,4.36,1819,Sell,-1,2024-10-16 00:00:00,2,2024-10-15 00:00:00,3
1938,SMSPHARMA,2007-02-28,2024-10-18,5.84,317.4,-9.51,340239,-6.48,200303,Sell,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
1939,SNOWMAN,2014-09-12,2024-10-18,5.95,76.23,-8.59,2851116,-2.53,591180,Buy,-1,2024-06-04 00:00:00,136,2024-10-15 00:00:00,3
1940,SOBHA,2006-12-20,2024-10-18,5.89,1739.85,-7.18,251344,1.48,139460,Buy,-1,2024-06-06 00:00:00,134,2024-10-16 00:00:00,2
1941,SOFTTECH,2018-05-25,2024-10-18,5.83,357.4,-4.57,9865,0.06,4032,Sell,1,2023-10-06 00:00:00,378,2024-10-15 00:00:00,3
1942,SOLARA,2018-06-27,2024-10-18,5.91,810.15,8.18,68690,8.63,104444,Sell,1,2024-08-05 00:00:00,74,2024-10-14 00:00:00,4
1943,SOLARINDS,2006-04-03,2024-10-18,5.84,11421.8,4.42,53580,-0.69,39808,Buy,1,2024-07-01 00:00:00,109,2024-10-17 00:00:00,1
1944,SOMANYCERA,2002-07-01,2024-10-18,5.08,701.9,-2.2,27394,-2.1,16091,Sell,-1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
1945,SOMATEX,2002-07-01,2024-10-18,5.13,44.36,25.08,337776,-11.91,1002042,Buy,-1,2024-10-09 00:00:00,9,2024-10-17 00:00:00,1
1946,SOMICONVEY,2016-07-18,2024-10-18,5.74,177.19,2.56,16748,6.66,17218,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
1947,SONACOMS,2021-06-24,2024-10-18,5.49,637.3,-11.87,2061778,-3.88,1389723,Buy,-1,2024-07-10 00:00:00,100,2024-10-16 00:00:00,2
1948,SONAMLTD,2018-06-28,2024-10-18,5.91,79.48,48.08,438647,-1.57,91335,Buy,-1,2024-09-23 00:00:00,25,2024-10-15 00:00:00,3
1949,SONATSOFTW,2002-07-01,2024-10-18,5.13,605.3,-7.68,712411,2.72,1116801,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
1950,SORILINFRA,2005-12-06,2022-08-17,5.83,66.0,-0.33,55188,3.29,83932,Buy,1,2022-06-23 00:00:00,55,2022-08-12 00:00:00,5
1951,SOTL,2002-07-01,2024-10-18,5.13,534.45,-7.62,58337,-3.21,58677,Sell,-1,2024-08-02 00:00:00,77,2024-10-15 00:00:00,3
1952,SOUTHBANK,1998-12-14,2024-10-18,4.4,25.0,0.37,12439889,5.56,20105755,Buy,-1,2024-10-15 00:00:00,3,2024-10-16 00:00:00,2
1953,SOUTHWEST,2018-02-19,2024-10-18,5.84,120.3,-10.31,29412,-0.29,27253,Buy,-1,2024-06-12 00:00:00,128,2024-10-16 00:00:00,2
1954,SPAL,2016-08-12,2024-10-18,5.79,895.4,-7.5,29250,-0.27,10022,Buy,1,2024-09-05 00:00:00,43,2024-10-16 00:00:00,2
1955,SPANDANA,2019-08-19,2024-10-18,5.63,499.05,-17.85,199675,-8.03,282726,Sell,-1,2024-10-04 00:00:00,14,2024-10-09 00:00:00,9
1956,SPARC,2003-01-14,2024-10-18,5.2,215.59,-4.22,505616,0.29,1017788,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1957,SPCENET,2013-11-13,2024-10-18,5.89,26.41,0.29,2947925,2.54,3477353,Sell,1,2024-07-31 00:00:00,79,2024-10-17 00:00:00,1
1958,SPECIALITY,2012-05-30,2024-10-18,5.9,162.55,-5.94,55111,-4.59,32230,Buy,1,2024-08-22 00:00:00,57,2024-10-17 00:00:00,1
1959,SPENCERS,2019-01-25,2024-10-18,5.87,97.69,1.25,1093920,-1.28,253473,Buy,-1,2024-08-26 00:00:00,53,2024-10-16 00:00:00,2
1960,SPENTEX,2004-05-25,2024-10-18,5.62,280.0,0.0,0,0.0,0,Sell,1,2023-09-05 00:00:00,409,2023-12-26 00:00:00,297
1961,SPIC,2002-07-01,2024-10-18,5.13,80.56,-6.18,851107,-4.74,403604,Buy,-1,2024-08-08 00:00:00,71,2024-10-16 00:00:00,2
1962,SPLIL,2005-07-26,2024-10-18,5.84,57.16,-6.39,50360,-0.32,15654,Buy,-1,2024-04-01 00:00:00,200,2024-10-16 00:00:00,2
1963,SPLPETRO,2002-07-01,2024-10-18,5.13,780.3,-12.08,66447,-2.02,33561,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
1964,SPMLINFRA,2002-07-01,2024-10-18,5.07,240.9,-11.42,160755,-5.5,37841,Buy,-1,2024-09-05 00:00:00,43,2024-10-15 00:00:00,3
1965,SPORTKING,2022-08-24,2024-10-18,5.67,114.87,-5.34,438017,-2.16,176109,Sell,-1,2024-09-06 00:00:00,42,2024-10-17 00:00:00,1
1966,SPTL,2017-08-08,2024-10-18,5.8,1.06,0.0,0,0.0,0,Buy,1,2024-06-05 00:00:00,135,2024-06-05 00:00:00,135
1967,SPYL,2011-01-12,2024-10-04,5.89,46.29,-47.52,22274,-20.66,128366,Buy,-1,2024-07-16 00:00:00,80,2024-09-09 00:00:00,25
1968,SRD,2024-10-09,2024-10-18,0.0,46.29,-8.03,159726,-7.03,133567,Null,0,Null,0,Null,0
1969,SREEL,2014-01-01,2024-10-18,5.9,269.2,-6.82,10302,-3.5,7034,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1970,SRF,2002-07-01,2024-10-18,5.13,2325.7,-4.7,713108,-2.23,574901,Buy,1,2024-10-17 00:00:00,1,2024-10-17 00:00:00,1
1971,SRGHFL,2023-08-21,2024-10-18,7.0,330.2,-9.15,5795,-3.72,2918,Buy,-1,2023-12-14 00:00:00,309,2024-10-17 00:00:00,1
1972,SRHHYPOLTD,2007-05-08,2024-10-18,5.81,810.05,41.48,327064,-10.2,256534,Buy,-1,2024-09-20 00:00:00,28,2024-10-10 00:00:00,8
1973,SRM,2024-04-03,2024-10-18,5.3,276.2,6.62,35943,1.68,45986,Buy,1,2024-07-10 00:00:00,100,2024-10-16 00:00:00,2
1974,SRPL,2018-02-05,2024-10-18,5.87,1.7,51.94,2244601,31.82,4915823,Buy,1,2024-10-08 00:00:00,10,2024-10-10 00:00:00,8
1975,SSDL,2024-08-20,2024-10-18,1.67,138.09,-16.4,640842,-5.52,79287,Sell,-1,2024-10-04 00:00:00,14,2024-10-10 00:00:00,8
1976,SSWL,2005-06-06,2024-10-18,5.79,213.46,-0.4,275395,-0.58,140829,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
1977,STANLEY,2024-06-28,2024-10-18,3.16,486.5,-4.13,108770,0.85,90130,Buy,1,2024-10-08 00:00:00,10,2024-10-17 00:00:00,1
1978,STAR,2002-06-26,2024-10-18,5.07,1628.9,18.48,378627,5.21,413318,Sell,-1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
1979,STARCEMENT,2017-06-19,2024-10-18,5.72,207.08,-4.9,477083,-1.41,130018,Buy,-1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
1980,STARHEALTH,2021-12-10,2024-10-18,5.53,550.45,-9.7,899579,-1.38,1057946,Buy,1,2024-06-27 00:00:00,113,2024-10-17 00:00:00,1
1981,STARPAPER,2002-07-01,2024-10-18,5.11,215.6,-7.06,15884,-2.07,11403,Sell,1,2024-09-17 00:00:00,31,2024-10-17 00:00:00,1
1982,STARTECK,2022-05-04,2024-10-18,5.44,272.5,3.73,5445,-2.23,3069,Sell,1,2024-06-19 00:00:00,121,2024-10-17 00:00:00,1
1983,STCINDIA,2003-04-01,2024-10-18,5.3,162.0,-11.73,80213,-2.27,53759,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1984,STEELCAS,2021-11-23,2024-10-18,5.44,767.1,0.68,24105,1.35,18479,Buy,-1,2024-09-03 00:00:00,45,2024-10-16 00:00:00,2
1985,STEELCITY,2017-03-16,2024-10-18,5.71,96.2,0.15,35524,3.51,23350,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1986,STEELXIND,2017-07-20,2024-10-18,5.76,12.16,-5.66,4306328,2.52,2698783,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1987,STEL,2011-02-09,2024-10-18,5.9,551.0,1.57,2542,0.53,2085,Buy,1,2024-04-05 00:00:00,196,2024-10-17 00:00:00,1
1988,STERTOOLS,2006-02-02,2024-10-18,5.83,558.0,0.17,405773,-4.95,213158,Buy,1,2024-03-28 00:00:00,204,2024-10-17 00:00:00,1
1989,STLTECH,2000-12-08,2024-10-18,4.73,123.26,-5.92,2366193,1.31,1891860,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1990,STOVEKRAFT,2021-02-08,2024-10-18,5.59,881.1,-5.33,129498,-1.16,99188,Buy,1,2024-06-07 00:00:00,133,2024-10-17 00:00:00,1
1991,STYLAMIND,2021-08-02,2024-10-18,5.55,2360.45,18.61,50993,6.82,134453,Sell,-1,2024-10-17 00:00:00,1,2024-10-17 00:00:00,1
1992,STYLEBAAZA,2024-09-06,2024-10-18,2.13,355.2,-1.62,1039121,-4.89,547506,Sell,-1,2024-10-03 00:00:00,15,2024-10-11 00:00:00,7
1993,STYRENIX,2002-08-12,2024-10-18,5.18,2538.5,5.05,43579,0.07,39816,Buy,-1,2024-09-30 00:00:00,18,2024-10-15 00:00:00,3
1994,SUBEXLTD,2003-09-05,2024-10-18,5.41,25.7,-8.25,4517708,-3.11,2895970,Sell,-1,2024-06-03 00:00:00,137,2024-10-14 00:00:00,4
1995,SUBROS,2005-07-13,2024-10-18,5.83,670.35,-13.31,79864,-1.31,60324,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
1996,SUDARSCHEM,2005-03-03,2024-10-18,5.76,1037.25,-0.28,617785,-4.92,1843922,Buy,-1,2024-10-10 00:00:00,8,2024-10-16 00:00:00,2
1997,SUKHJITS,2022-11-07,2024-10-18,5.84,592.25,5.28,16339,5.03,22772,Sell,-1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
1998,SULA,2022-12-22,2024-10-18,6.01,434.35,-10.53,426852,-2.23,494430,Sell,-1,2024-09-30 00:00:00,18,2024-10-16 00:00:00,2
1999,SUMEETINDS,2010-12-10,2024-10-18,5.88,97.8,2784.96,186186,1972.03,41548,Sell,1,2024-09-06 00:00:00,42,2024-10-14 00:00:00,4
2000,SUMICHEM,2020-01-27,2024-10-18,5.47,548.0,-8.49,573752,1.63,476602,Buy,-1,2024-01-30 00:00:00,262,2024-10-16 00:00:00,2
2001,SUMIT,2018-09-26,2024-10-18,5.89,140.0,-7.23,32959,7.03,33019,Buy,-1,2024-10-14 00:00:00,4,2024-10-16 00:00:00,2
2002,SUMMITSEC,2009-11-26,2024-10-18,5.8,2903.75,6.21,14484,5.55,11427,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2003,SUNCLAY,2023-12-29,2024-10-18,7.08,2215.05,-9.37,28329,-6.0,65734,Buy,-1,2024-07-02 00:00:00,108,2024-10-15 00:00:00,3
2004,SUNDARAM,2010-06-02,2024-10-18,5.75,2.8,-3.25,613454,-1.91,648783,Sell,-1,2024-07-08 00:00:00,102,2024-10-15 00:00:00,3
2005,SUNDARMFIN,2002-07-01,2024-10-18,5.13,5097.05,0.67,93513,-2.7,54647,Buy,1,2024-08-26 00:00:00,53,2024-10-17 00:00:00,1
2006,SUNDARMHLD,2018-03-27,2024-10-18,5.86,346.45,-9.68,207026,1.58,231558,Buy,-1,2024-07-31 00:00:00,79,2024-10-15 00:00:00,3
2007,SUNDRMBRAK,2002-08-12,2024-10-18,5.18,900.2,-18.16,1493,-5.42,2271,Buy,-1,2024-07-23 00:00:00,87,2024-10-16 00:00:00,2
2008,SUNDRMFAST,2002-07-01,2024-10-18,5.09,1395.45,2.0,80852,-2.36,60735,Buy,-1,2024-05-14 00:00:00,157,2024-10-16 00:00:00,2
2009,SUNFLAG,2005-09-29,2024-10-18,5.85,218.65,0.22,509468,-3.02,226895,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
2010,SUNPHARMA,1996-01-01,2024-10-18,3.89,1910.35,2.69,2072526,0.0,1164426,Buy,1,2024-09-26 00:00:00,22,2024-10-17 00:00:00,1
2011,SUNTECK,2009-11-13,2024-10-18,5.78,592.5,2.15,737220,4.4,536379,Buy,1,2024-10-14 00:00:00,4,2024-10-17 00:00:00,1
2012,SUNTV,2006-04-24,2024-10-18,5.79,759.95,-7.58,466380,-3.23,423706,Sell,-1,2024-08-09 00:00:00,70,2024-10-14 00:00:00,4
2013,SUPERHOUSE,2014-09-26,2024-10-18,5.96,230.94,2.02,12993,4.5,19329,Buy,1,2024-07-23 00:00:00,87,2024-10-17 00:00:00,1
2014,SUPERSPIN,2004-07-09,2024-10-18,5.61,9.83,-14.36,245625,-9.37,34996,Sell,-1,2024-06-14 00:00:00,126,2024-10-11 00:00:00,7
2015,SUPRAJIT,2005-02-18,2024-10-18,5.75,503.25,-4.67,275501,0.29,157081,Buy,-1,2024-08-09 00:00:00,70,2024-10-15 00:00:00,3
2016,SUPREMEENG,2018-09-24,2024-10-18,5.88,3.14,0.97,1081988,-7.51,352625,Sell,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2017,SUPREMEIND,2002-07-01,2024-10-18,5.13,5060.35,-4.76,114954,-3.22,67872,Buy,-1,2024-04-26 00:00:00,175,2024-10-17 00:00:00,1
2018,SUPREMEINF,2007-10-18,2024-10-18,5.92,124.75,42.41,163512,10.39,46227,Sell,1,2024-08-23 00:00:00,56,2024-10-08 00:00:00,10
2019,SUPRIYA,2021-12-28,2024-10-18,5.63,555.1,-12.68,291711,-4.47,185324,Buy,-1,2024-08-09 00:00:00,70,2024-10-16 00:00:00,2
2020,SURAJEST,2023-12-26,2024-10-18,5.99,798.25,1.43,190505,2.14,555625,Buy,-1,2024-06-05 00:00:00,135,2024-10-17 00:00:00,1
2021,SURAJLTD,2024-08-29,2024-10-18,1.92,455.0,8.26,4375,-0.36,4670,Buy,-1,2024-09-25 00:00:00,23,2024-10-15 00:00:00,3
2022,SURANASOL,2002-08-12,2024-10-18,5.18,55.34,23.35,468153,-5.04,411452,Sell,1,2024-10-03 00:00:00,15,2024-10-17 00:00:00,1
2023,SURANAT&P,2002-07-01,2024-10-18,5.07,23.25,-4.03,242411,5.48,202851,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2024,SURYALAXMI,2002-07-01,2024-10-18,5.08,88.63,-0.14,46410,-0.62,40010,Sell,1,2024-08-02 00:00:00,77,2024-10-17 00:00:00,1
2025,SURYAROSNI,2002-07-01,2024-10-18,5.13,672.8,0.17,452690,-6.2,354822,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2026,SURYODAY,2021-03-26,2024-10-18,5.65,169.31,-8.5,360221,0.93,305656,Buy,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2027,SUTLEJTEX,2002-08-12,2024-10-18,5.18,63.89,-12.8,222410,-1.96,101267,Buy,-1,2024-06-20 00:00:00,120,2024-10-17 00:00:00,1
2028,SUULD,2018-06-18,2024-10-18,5.89,4.74,-5.81,89912,-2.25,53141,Sell,1,2024-06-12 00:00:00,128,2024-10-17 00:00:00,1
2029,SUVEN,2003-10-24,2024-10-18,5.41,130.66,-17.53,316952,-7.31,143386,Buy,-1,2024-07-03 00:00:00,107,2024-10-09 00:00:00,9
2030,SUVENPHAR,2020-03-09,2024-10-18,5.52,1239.8,8.1,452344,4.35,264234,Buy,-1,2024-03-27 00:00:00,205,2024-10-17 00:00:00,1
2031,SUVIDHAA,2021-03-31,2024-10-18,5.59,5.11,-6.25,160121,-5.12,123639,Buy,1,2024-07-24 00:00:00,86,2024-10-17 00:00:00,1
2032,SUYOG,2024-08-20,2024-10-18,1.69,1727.0,6.73,25759,6.04,25929,Sell,1,2024-09-10 00:00:00,38,2024-10-17 00:00:00,1
2033,SUZLON,2005-10-19,2024-10-18,5.85,72.19,-11.33,57773792,-3.63,35480958,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2034,SVLL,2018-06-18,2024-10-18,5.89,302.6,10.32,7894,-7.46,23429,Sell,-1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2035,SVPGLOB,2021-07-14,2024-10-18,5.58,6.33,-11.22,121119,-5.87,176653,Buy,-1,2024-06-20 00:00:00,120,2024-10-16 00:00:00,2
2036,SWANENERGY,2012-05-29,2024-10-18,5.89,540.25,-9.58,1614767,-4.59,866659,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2037,SWARAJENG,2002-07-01,2024-10-18,5.13,3074.65,-7.24,9517,1.1,9971,Buy,1,2024-06-07 00:00:00,133,2024-10-17 00:00:00,1
2038,SWELECTES,2006-05-09,2024-10-18,5.78,1141.25,-13.02,59648,-3.91,22258,Buy,1,2024-09-03 00:00:00,45,2024-10-17 00:00:00,1
2039,SWSOLAR,2019-08-20,2024-10-18,5.64,631.7,-13.86,4038518,7.64,3814952,Buy,1,2024-04-15 00:00:00,186,2024-10-14 00:00:00,4
2040,SYMPHONY,2011-06-15,2024-10-18,5.93,1774.05,20.31,251336,-3.27,194471,Buy,-1,2024-09-19 00:00:00,29,2024-10-16 00:00:00,2
2041,SYNCOMF,2022-11-18,2024-10-18,5.68,20.66,-13.61,6726316,-6.09,2854716,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2042,SYNGENE,2015-08-11,2024-10-18,5.87,877.4,-2.49,661647,-0.18,290511,Buy,-1,2024-07-24 00:00:00,86,2024-10-14 00:00:00,4
2043,SYRMA,2022-08-26,2024-10-18,5.86,406.9,-9.25,485313,-2.25,296105,Buy,1,2024-09-11 00:00:00,37,2024-10-17 00:00:00,1
2044,TAINWALCHM,2002-07-02,2024-10-18,5.09,233.96,2.03,44186,-11.86,10826,Buy,-1,2024-10-04 00:00:00,14,2024-10-14 00:00:00,4
2045,TAJGVK,2002-08-12,2024-10-18,5.12,303.35,-4.24,79586,-3.42,65725,Sell,1,2024-05-06 00:00:00,165,2024-10-17 00:00:00,1
2046,TAKE,2007-08-27,2024-10-18,5.89,18.55,-2.35,744404,-5.57,146814,Buy,-1,2024-10-11 00:00:00,7,2024-10-15 00:00:00,3
2047,TALBROAUTO,2006-09-29,2024-10-18,5.89,305.15,-9.02,85410,-4.02,70720,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2048,TALWALKARS,2010-05-10,2024-10-18,5.73,1.45,0.0,0,0.0,0,Sell,-1,2024-10-17 00:00:00,1,2020-12-18 00:00:00,1400
2049,TALWGYM,2018-06-29,2024-10-18,5.93,1.05,0.0,0,0.0,0,Sell,1,2024-10-17 00:00:00,1,2021-03-19 00:00:00,1309
2050,TANLA,2007-01-05,2024-10-18,5.86,824.05,-12.95,379647,-4.57,404492,Sell,-1,2024-10-17 00:00:00,1,2024-10-16 00:00:00,2
2051,TARACHAND,2018-03-23,2024-10-18,5.86,372.35,-5.98,35355,-2.27,23161,Sell,-1,2024-08-22 00:00:00,57,2024-10-14 00:00:00,4
2052,TARAPUR,2010-05-18,2024-10-18,5.73,27.94,18.73,38175,18.62,39013,Buy,1,2024-10-04 00:00:00,14,2024-10-04 00:00:00,14
2053,TARC,2020-12-18,2024-10-18,5.57,249.85,4.4,491889,-3.73,300554,Sell,-1,2024-07-09 00:00:00,101,2024-10-11 00:00:00,7
2054,TARIL,2024-08-16,2024-10-18,3.33,829.0,34.53,293263,6.21,737912,Buy,-1,2024-09-20 00:00:00,28,2024-10-16 00:00:00,2
2055,TARMAT,2007-07-09,2024-10-18,5.87,81.3,-11.49,80430,-1.24,33370,Sell,-1,2024-09-20 00:00:00,28,2024-10-16 00:00:00,2
2056,TARSONS,2021-11-26,2024-10-18,5.46,412.65,-14.06,50814,-5.57,49500,Buy,1,2024-08-16 00:00:00,63,2024-10-17 00:00:00,1
2057,TASTYBITE,2017-03-23,2024-10-18,5.72,13140.0,-1.68,5606,-1.45,3514,Buy,1,2024-10-09 00:00:00,9,2024-10-16 00:00:00,2
2058,TATACHEM,1996-01-01,2024-10-18,3.89,1088.1,4.55,2487205,-8.51,3130460,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2059,TATACOFFEE,2024-01-12,2024-01-12,0.0,1088.1,,2624021,,2624021,Null,0,Null,0,Null,0
2060,TATACOMM,2002-07-01,2024-10-18,5.13,1873.0,-8.01,637072,-6.19,456193,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2061,TATACONSUM,1996-01-01,2024-10-18,3.93,1093.25,-10.02,1835325,-2.28,727044,Sell,1,2024-10-01 00:00:00,17,2024-10-17 00:00:00,1
2062,TATAELXSI,2002-07-01,2024-10-18,5.13,7328.7,-4.44,219726,-5.75,248275,Sell,-1,2024-08-28 00:00:00,51,2024-10-10 00:00:00,8
2063,TATAGOLD,2024-01-17,2024-10-18,7.54,7.64,6.68,4179069,2.8,3586726,Sell,1,2024-02-09 00:00:00,252,2024-10-15 00:00:00,3
2064,TATAINVEST,1996-01-01,2024-10-18,3.89,6816.3,-0.44,124856,-3.46,151279,Buy,-1,2024-08-26 00:00:00,53,2024-10-15 00:00:00,3
2065,TATAMETALI,2024-02-05,2024-02-05,0.0,6816.3,0.0,257556,0.0,257556,Null,0,Null,0,Null,0
2066,TATAMOTORS,1991-01-02,2024-10-18,3.3,910.15,-7.01,13640236,-3.2,8487054,Sell,1,2024-09-10 00:00:00,38,2024-10-17 00:00:00,1
2067,TATAMTRDVR,2008-11-05,2024-10-18,5.9,768.65,0.0,0,0.0,0,Sell,1,2024-08-01 00:00:00,78,2024-08-28 00:00:00,51
2068,TATAPOWER,1996-01-01,2024-10-18,3.93,453.55,1.8,17370032,-2.72,9482765,Sell,1,2024-10-04 00:00:00,14,2024-10-17 00:00:00,1
2069,TATASTEEL,1996-01-01,2024-10-18,3.89,155.39,1.57,58600198,-4.33,38961628,Buy,1,2024-09-23 00:00:00,25,2024-10-17 00:00:00,1
2070,TATATECH,2023-11-30,2024-10-18,6.87,1060.1,-1.62,2107653,-0.29,962962,Buy,1,2024-09-05 00:00:00,43,2024-10-17 00:00:00,1
2071,TATSILV,2024-01-17,2024-10-18,7.54,9.08,3.3,1446518,1.71,1551108,Sell,1,2024-07-24 00:00:00,86,2024-10-17 00:00:00,1
2072,TATVA,2021-07-29,2024-10-18,5.53,990.4,-0.7,113425,-3.36,29892,Buy,1,2024-09-23 00:00:00,25,2024-10-17 00:00:00,1
2073,TBOTEK,2024-05-15,2024-10-18,4.03,1701.0,-4.48,46502,-2.09,37391,Buy,-1,2024-06-05 00:00:00,135,2024-10-15 00:00:00,3
2074,TBZ,2012-05-09,2024-10-18,5.87,298.15,-0.12,1117578,3.38,791584,Buy,1,2024-06-18 00:00:00,122,2024-10-17 00:00:00,1
2075,TCI,2002-07-01,2024-10-18,5.08,1067.5,-4.02,35039,2.14,28142,Sell,-1,2024-10-04 00:00:00,14,2024-10-16 00:00:00,2
2076,TCIEXP,2016-12-15,2024-10-18,5.68,1027.1,-8.61,47655,-1.48,24367,Buy,1,2024-10-11 00:00:00,7,2024-10-17 00:00:00,1
2077,TCIFINANCE,2003-05-23,2024-10-18,5.3,11.6,-12.42,14562,-7.88,6030,Buy,-1,2024-09-13 00:00:00,35,2024-09-24 00:00:00,24
2078,TCLCONS,2008-02-19,2024-10-18,5.97,38.0,-15.97,21123,-5.88,8096,Buy,-1,2024-07-01 00:00:00,109,2024-10-14 00:00:00,4
2079,TCNSBRANDS,2018-07-30,2024-09-02,6.13,583.3,-0.17,962125,0.92,2009520,Sell,1,2024-07-05 00:00:00,59,2024-08-30 00:00:00,3
2080,TCPLPACK,2017-10-17,2024-10-18,5.78,3379.2,0.63,8150,-2.52,6971,Buy,-1,2023-11-22 00:00:00,331,2024-10-15 00:00:00,3
2081,TCS,2002-08-12,2024-10-18,5.14,4123.05,-6.92,2868129,-1.25,3379748,Buy,1,2024-10-11 00:00:00,7,2024-10-16 00:00:00,2
2082,TDPOWERSYS,2011-09-08,2024-10-18,5.94,404.75,-0.73,420041,4.57,586406,Buy,-1,2024-06-14 00:00:00,126,2024-10-16 00:00:00,2
2083,TEAMLEASE,2016-02-12,2024-10-18,5.79,3012.85,-5.0,33601,-1.5,18520,Sell,1,2024-07-31 00:00:00,79,2024-10-17 00:00:00,1
2084,TECHM,2006-08-28,2024-10-18,5.86,1687.9,3.7,2554947,3.5,2081853,Buy,-1,2024-08-14 00:00:00,65,2024-10-17 00:00:00,1
2085,TECHNOE,2007-04-02,2024-10-18,5.85,1731.4,9.22,253132,0.12,170819,Sell,-1,2024-06-03 00:00:00,137,2024-10-17 00:00:00,1
2086,TECHNOFAB,2010-07-16,2024-10-18,5.8,6.15,0.0,0,0.0,0,Buy,-1,2024-10-17 00:00:00,1,2021-07-30 00:00:00,1176
2087,TECILCHEM,2023-04-20,2024-10-18,5.67,24.3,3.25,1643,-10.45,665,Buy,1,2024-09-30 00:00:00,18,2024-10-17 00:00:00,1
